source_url,source_quality,access_date,recheck_by,recheck_reason,owner
https://erc7579.com/,official/dynamic,2026-07-06,2026-07-21,"ERC-7579 docs and ecosystem examples can change.",TASK-011
https://eips.ethereum.org/EIPS/eip-7715,official/open-standard,2026-07-06,2026-07-21,"ERC status and permission guidance can change.",TASK-011
https://github.com/MetaMask/templated-gator-7715,official/open-source,2026-07-06,2026-07-21,"ERC-7715 example code can change.",TASK-011
https://docs.attest.org/,official/dynamic,2026-07-06,2026-07-21,"EAS docs and deployment guidance can change.",TASK-011
https://github.com/ethereum-attestation-service/eas-contracts,official/open-source,2026-07-06,2026-07-21,"EAS contract repo can change.",TASK-011
https://github.com/ethereum-attestation-service/eas-sdk,official/open-source,2026-07-06,2026-07-21,"EAS SDK can change.",TASK-011
https://developers.circle.com/cctp,official/dynamic,2026-07-06,2026-07-21,"CCTP supported chains, fees, hooks, and API docs can change.",TASK-011
https://github.com/circlefin/evm-cctp-contracts,official/open-source,2026-07-06,2026-07-21,"CCTP contract repo can change.",TASK-011
https://developers.uniswap.org/docs/protocols/the-compact/overview,official/dynamic,2026-07-06,2026-07-21,"The Compact docs and deployments can change.",TASK-011
https://github.com/Uniswap/the-compact,official/open-source,2026-07-06,2026-07-21,"The Compact contracts and issues can change.",TASK-011
https://layr-labs.github.io/eigenda/,official/dynamic,2026-07-06,2026-07-21,"EigenDA protocol spec can change.",TASK-011
https://github.com/Layr-Labs/eigenda,official/open-source,2026-07-06,2026-07-21,"EigenDA repo can change.",TASK-011
https://ethglobal.com/rules,official/dynamic,2026-07-16,2026-07-23,"Continuity and disclosure rules can change before kickoff.",TASK-012
https://ethglobal.com/events/lisbon2026/info/start,official/dynamic,2026-07-16,2026-07-23,"Team and event instructions can change before kickoff.",TASK-012
https://ethglobal.com/events/lisbon2026/info/details,official/dynamic,2026-07-16,2026-07-23,"Submission and judging requirements can change before kickoff.",TASK-012
https://ethglobal.com/events/lisbon2026/prizes,official/dynamic,2026-07-16,2026-07-23,"Partner tracks and totals remain dynamic.",TASK-012
https://ethglobal.com/showcase/alpha-dawg-fh6vm,official/dynamic,2026-07-16,2026-07-23,"Showcase metadata can change.",TASK-012
https://github.com/elbarroca/ETH_Global_Cannes_2026,public-source/no-license,2026-07-16,2026-07-23,"Repo baseline and licensing can change before kickoff.",TASK-012
https://www.linkedin.com/pulse/were-changing-how-hackathons-work-ethglobal-4pvpc,official/social-dynamic,2026-07-16,2026-07-23,"Continuity program article can move or be updated.",TASK-012
https://www.linkedin.com/posts/ethglobal_ethglobal-ethglobalnyc-nyc-activity-7472972964779446272-0LjH,official/social-dynamic,2026-07-16,2026-07-23,"Official New York wrap post is socially hosted and dynamic.",TASK-012
https://developers.uniswap.org/docs/trading/swapping-api/supported-chains,official/dynamic,2026-07-16,2026-07-23,"Supported chains and routers can change.",TASK-012
https://developers.uniswap.org/docs/trading/swapping-api/integration-guide,official/dynamic,2026-07-16,2026-07-23,"Uniswap API workflow and schemas can change.",TASK-012
https://eips.ethereum.org/EIPS/eip-8004,official/open-standard,2026-07-16,2026-07-23,"ERC status and registry deployment references can change.",TASK-013
https://github.com/hedera-dev/hedera-agent-kit,official/open-source,2026-07-16,2026-07-23,"Hedera Agent Kit APIs and examples can change.",TASK-013
https://github.com/hashgraph-online/conversational-agent,official/community-open-source,2026-07-16,2026-07-23,"HCS-10 agent implementation guidance can change.",TASK-013
https://developers.uniswap.org/docs/trading/swapping-api/getting-started,official/dynamic,2026-07-16,2026-07-23,"Uniswap API execution flow can change.",TASK-013
https://ethglobal.com/events/lisbon2026/prizes,official/dynamic,2026-07-16,2026-07-17,"Released tracks and Continuity category labels can change daily before kickoff.",TASK-014
https://ethglobal.com/rules,official/dynamic,2026-07-16,2026-07-17,"Continuity and partner-eligibility rules can change before kickoff.",TASK-014
https://ethglobal.com/showcase/alpha-dawg-fh6vm,official/dynamic,2026-07-16,2026-07-23,"Showcase metadata can change.",TASK-014
https://github.com/elbarroca/ETH_Global_Cannes_2026,public-source/no-license,2026-07-16,2026-07-23,"Repository baseline, contributors, and licensing can change before kickoff.",TASK-014
https://eips.ethereum.org/EIPS/eip-8004,official/open-standard,2026-07-16,2026-07-23,"ERC status and registry deployment references can change.",TASK-014
https://ethglobal.com/events/lisbon2026/prizes/1inch,official/dynamic,2026-07-16,2026-07-17,"1inch track category, payout and Aqua requirements can change before kickoff.",TASK-015
https://ethglobal.com/events/lisbon2026/prizes/hedera,official/dynamic,2026-07-16,2026-07-17,"Hedera category and Agentic Payments requirements can change before kickoff.",TASK-015
https://ethglobal.com/events/lisbon2026/prizes/0g,official/dynamic,2026-07-16,2026-07-17,"0G Continuity requirements and payouts can change before kickoff.",TASK-015
https://ethglobal.com/events/lisbon2026/info/details,official/dynamic,2026-07-16,2026-07-17,"Submission, eligibility and Finalist information can change before kickoff.",TASK-015
https://github.com/1inch/aqua,official/open-source,2026-07-16,2026-07-23,"Aqua contracts, deployments and documentation can change.",TASK-015
https://github.com/1inch/swap-vm-template,official/open-source,2026-07-16,2026-07-23,"SwapVM template and dependency surface can change.",TASK-015
https://ethglobal.com/events/cannes2026/prizes,official/dynamic,2026-07-16,2026-07-23,"Historical Finalist prize page can change; it is not Lisbon evidence.",TASK-015
https://ethglobal.com/packs/cannes2026-finalist,official/dynamic,2026-07-16,2026-07-23,"Historical Finalist Pack benefits can change and do not establish Lisbon benefits.",TASK-015
https://ethglobal.com/events/lisbon2026/prizes/0g,official/dynamic,2026-07-16,2026-07-17,"0G track labels and submission requirements can change before kickoff.",TASK-016
https://ethglobal.com/events/lisbon2026/prizes/hedera,official/dynamic,2026-07-16,2026-07-17,"Hedera eligibility and Agentic Payments requirements can change before kickoff.",TASK-016
https://ethglobal.com/events/lisbon2026/prizes/uniswap-foundation,official/dynamic,2026-07-16,2026-07-17,"Uniswap Continuity requirements and feedback artifacts can change before kickoff.",TASK-016
https://ethglobal.com/events/lisbon2026/prizes/1inch,official/dynamic,2026-07-16,2026-07-17,"1inch Aqua category can change; currently rejected from the portfolio.",TASK-016
https://github.com/elbarroca/ETH_Global_Cannes_2026,public-source/no-license,2026-07-16,2026-07-23,"Arc legacy implementation and licensing state can change.",TASK-016
https://ethglobal.com/events/lisbon2026/info/details,official/dynamic,2026-07-16,2026-07-17,"Multiple-track and Continuity eligibility guidance can change before kickoff.",TASK-017
https://ethglobal.com/showcase/thurman-protocol-q8iiy,official/dynamic,2026-07-16,2026-07-23,"New York precedent page can change and does not establish Lisbon eligibility.",TASK-017
https://ethglobal.com/showcase/immunity-eg56a,official/dynamic,2026-07-16,2026-07-23,"New York precedent page can change and does not establish Lisbon eligibility.",TASK-017
https://ethglobal.com/showcase/pampalo-private-swap-2g5bs,official/dynamic,2026-07-16,2026-07-23,"New York precedent page can change and does not establish Lisbon eligibility.",TASK-017
https://ethglobal.com/events/lisbon2026/info,official/dynamic,2026-07-23,2026-07-24,"Confirmed Hacking Begins at 2026-07-24 21:00 WEST; recheck the authenticated dashboard at A0.",TASK-018
https://ethglobal.com/events/lisbon2026/info/details,official/dynamic,2026-07-16,2026-07-23,"Submission and Continuity guidance can change.",TASK-018
https://ethglobal.com/events/lisbon2026/prizes/0g,official/dynamic,2026-07-16,2026-07-23,"0G classification and proof requirements can change.",TASK-018
https://ethglobal.com/events/lisbon2026/prizes/hedera,official/dynamic,2026-07-16,2026-07-23,"Hedera eligibility and contradictory wording need recheck.",TASK-018
https://ethglobal.com/events/lisbon2026/prizes/uniswap-foundation,official/dynamic,2026-07-16,2026-07-23,"Uniswap requirements and feedback link can change.",TASK-018
https://github.com/elbarroca/ETH_Global_Cannes_2026,public-source/no-license,2026-07-16,2026-07-23,"Baseline remote HEAD, rights and license can change.",TASK-018
https://a2a-protocol.org/latest/specification,official/open-standard,2026-07-16,2026-07-23,"A2A specification and SDK compatibility can change.",TASK-018
https://docs.x402.org/guides/migration-v1-to-v2,official/dynamic,2026-07-16,2026-07-23,"x402 v2 guidance can change.",TASK-018
https://build.0g.ai/compute,official/dynamic,2026-07-16,2026-07-23,"0G providers, SDK and proof surface can change.",TASK-018
https://0g.ai/blog/0g-private-computer,official/dynamic,2026-07-16,2026-07-23,"0G Private Computer attestation surface can change.",TASK-018
https://build.0g.ai/sdks,official/dynamic,2026-07-16,2026-07-23,"0G Storage SDK and networks can change.",TASK-018
https://docs.hedera.com/api-reference/topics/list-topic-messages-by-id,official/dynamic,2026-07-16,2026-07-23,"Mirror API and evidence behavior can change.",TASK-018
https://developers.uniswap.org/docs/trading/swapping-api/integration-guide,official/dynamic,2026-07-16,2026-07-23,"Uniswap API schema and route behavior can change.",TASK-018
https://developers.uniswap.org/docs/trading/swapping-api/chained-actions,official/dynamic,2026-07-16,2026-07-23,"Chained route workflow can change.",TASK-018
https://ethglobal.com/events/lisbon2026/prizes,official/dynamic,2026-07-16,2026-07-24,"Prize tracks and requirements can change before kickoff.",TASK-021
https://ethglobal.com/rules,official/dynamic,2026-07-16,2026-07-24,"Event rules control project provenance and eligibility.",TASK-021
https://ethglobal.com/events/lisbon2026/info/details,official/dynamic,2026-07-16,2026-07-24,"Deadline and submission guidance can change.",TASK-021
https://docs.hedera.com/hedera/core-concepts/scheduled-transaction,official/dynamic,2026-07-16,2026-07-24,"Schedule support and semantics can change.",TASK-021
https://github.com/1inch/aqua,official/open-source,2026-07-16,2026-07-24,"Starter and contract HEAD can change.",TASK-021
https://docs.wal.app/docs/typescript-sdk/sdks,official/dynamic,2026-07-16,2026-07-24,"SDK versions and Testnet package IDs can change.",TASK-021
https://developers.uniswap.org/hackathon-feedback,official/live,2026-07-18,2026-07-24,"Mandatory form is live; completion and FEEDBACK.md link still need event-window verification.",TASK-021
https://ethglobal.com/events/lisbon2026/prizes/world,official/dynamic,2026-07-18,2026-07-24,"World tracks and payout split remain unpublished.",TASK-021
https://ethglobal.com/events/lisbon2026/prizes/the-graph,official/dynamic,2026-07-18,2026-07-24,"The Graph details are newly published; monitor only unless AlphaDawg scope changes.",TASK-021
https://github.com/hedera-dev/scaffold-hbar/tree/templates/cross-chain-dca,official/open-source,2026-07-16,2026-07-24,"Starter branch and deployment assumptions can change.",TASK-021
https://ethglobal.com/events/lisbon2026/prizes/0g,official/dynamic,2026-07-16,2026-07-24,"0G payout ladder and track classification can change before kickoff.",TASK-021
https://ethglobal.com/events/lisbon2026/prizes/hedera,official/dynamic,2026-07-16,2026-07-24,"Hedera payout ladder and same-project track treatment need H0 recheck.",TASK-021
https://ethglobal.com/events/lisbon2026/prizes/uniswap-foundation,official/dynamic,2026-07-18,2026-07-24,"Uniswap payout ladder and mandatory feedback path can change.",TASK-021
https://ethglobal.com/events/lisbon2026/prizes/ens,official/dynamic,2026-07-16,2026-07-24,"ENS added AI Agent and Continuity tracks; recheck before selection.",TASK-021
